cal|noun|masculine
15413
http://kaiko.getalp.org/dbnary/fra/cal__nom__1
	UND-1	Épaississement et durcissement de l'épiderme qui se forme à la suite d'un frottement continu.		(Médecine) Soudure naturelle qui rejoint les fragments d’un os rompu.	http://kaiko.getalp.org/dbnary/fra/__ws_2_cal__nom__1
	UND-1	Épaississement et durcissement de l'épiderme qui se forme à la suite d'un frottement continu.		(Médecine) Durillon, dureté cutanée, qui vient à la plante des pieds, à la paume de la main ou au genou par suite d’un frottement répété.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cal__nom__1
	UND-1	Épaississement et durcissement de l'épiderme qui se forme à la suite d'un frottement continu.		(Botanique) Amas de cellules indifférenciées produites suite à une blessure. C’est le facteur de transcription WIND1 qui est responsable de ce phénomène. Ne pas confondre avec le bourrelet de recouvrement produit par la suite par les deux méristèmes secondaires : cambium et phellogène (chez les dicotylédones et gymnospermes).	http://kaiko.getalp.org/dbnary/fra/__ws_3_cal__nom__1
	UND-2	Tissu de régénération osseuse qui soude les deux fragments d'un os fracturé		(Médecine) Soudure naturelle qui rejoint les fragments d’un os rompu.	http://kaiko.getalp.org/dbnary/fra/__ws_2_cal__nom__1
	UND-2	Tissu de régénération osseuse qui soude les deux fragments d'un os fracturé		(Médecine) Durillon, dureté cutanée, qui vient à la plante des pieds, à la paume de la main ou au genou par suite d’un frottement répété.	http://kaiko.getalp.org/dbnary/fra/__ws_1_cal__nom__1
	UND-2	Tissu de régénération osseuse qui soude les deux fragments d'un os fracturé		(Botanique) Amas de cellules indifférenciées produites suite à une blessure. C’est le facteur de transcription WIND1 qui est responsable de ce phénomène. Ne pas confondre avec le bourrelet de recouvrement produit par la suite par les deux méristèmes secondaires : cambium et phellogène (chez les dicotylédones et gymnospermes).	http://kaiko.getalp.org/dbnary/fra/__ws_3_cal__nom__1
pluralité|noun|feminine
65733
http://kaiko.getalp.org/dbnary/fra/pluralité__nom__1
	A._UND-1	Fait d'être plusieurs, d'exister en grand nombre et, caractère de ce qui est multiple.		Grand nombre, grande quantité, multiplicité.	http://kaiko.getalp.org/dbnary/fra/__ws_1_pluralité__nom__1
	A._UND-1	Fait d'être plusieurs, d'exister en grand nombre et, caractère de ce qui est multiple.		(Désuet) Majorité.	http://kaiko.getalp.org/dbnary/fra/__ws_2_pluralité__nom__1
	A._UND-2	Grand nombre, multitude.		Grand nombre, grande quantité, multiplicité.	http://kaiko.getalp.org/dbnary/fra/__ws_1_pluralité__nom__1
	A._UND-2	Grand nombre, multitude.		(Désuet) Majorité.	http://kaiko.getalp.org/dbnary/fra/__ws_2_pluralité__nom__1
	UND-3	Nombre pluriel.		Grand nombre, grande quantité, multiplicité.	http://kaiko.getalp.org/dbnary/fra/__ws_1_pluralité__nom__1
	UND-3	Nombre pluriel.		(Désuet) Majorité.	http://kaiko.getalp.org/dbnary/fra/__ws_2_pluralité__nom__1
	UND-4	Dans un vote, groupement de voix qui l'emporte par le nombre.		Grand nombre, grande quantité, multiplicité.	http://kaiko.getalp.org/dbnary/fra/__ws_1_pluralité__nom__1
	UND-4	Dans un vote, groupement de voix qui l'emporte par le nombre.		(Désuet) Majorité.	http://kaiko.getalp.org/dbnary/fra/__ws_2_pluralité__nom__1
capitalisation|noun|feminine
15989
http://kaiko.getalp.org/dbnary/fra/capitalisation__nom__1
	UND-1	Accumulation d'intérêts ou de bénéfices de manière à former ou à grossir un capital.		(Rare) (Typographie) Action de mettre en lettres capitales.	http://kaiko.getalp.org/dbnary/fra/__ws_2_capitalisation__nom__1
	UND-1	Accumulation d'intérêts ou de bénéfices de manière à former ou à grossir un capital.		(Finance) Action de capitaliser.	http://kaiko.getalp.org/dbnary/fra/__ws_1_capitalisation__nom__1
	UND-1	Accumulation d'intérêts ou de bénéfices de manière à former ou à grossir un capital.		(Sylviculture) Caractère d’une gestion forestière aboutissant, à mesure des prélèvements, à une augmentation des bois sur pied, en volume ou en surface terrière.	http://kaiko.getalp.org/dbnary/fra/__ws_3_capitalisation__nom__1
	UND-2	Estimation de la valeur d'une rente ou d'un droit productif de revenu d'après les arrérages qui sont payés		(Rare) (Typographie) Action de mettre en lettres capitales.	http://kaiko.getalp.org/dbnary/fra/__ws_2_capitalisation__nom__1
	UND-2	Estimation de la valeur d'une rente ou d'un droit productif de revenu d'après les arrérages qui sont payés		(Finance) Action de capitaliser.	http://kaiko.getalp.org/dbnary/fra/__ws_1_capitalisation__nom__1
	UND-2	Estimation de la valeur d'une rente ou d'un droit productif de revenu d'après les arrérages qui sont payés		(Sylviculture) Caractère d’une gestion forestière aboutissant, à mesure des prélèvements, à une augmentation des bois sur pied, en volume ou en surface terrière.	http://kaiko.getalp.org/dbnary/fra/__ws_3_capitalisation__nom__1
avertisseur|noun|masculine
10683
http://kaiko.getalp.org/dbnary/fra/avertisseur__nom__1
	I._UND-1	Qui avertit, qui est destiné à avertir, à instruire; qui est apte à prévenir d'un danger, à mettre en garde contre quelqu'un ou quelque chose :		(Histoire) Officier qui avertissait de l'approche du roi.	http://kaiko.getalp.org/dbnary/fra/__ws_2_avertisseur__nom__1
	I._UND-1	Qui avertit, qui est destiné à avertir, à instruire; qui est apte à prévenir d'un danger, à mettre en garde contre quelqu'un ou quelque chose :		Celui qui avertit.	http://kaiko.getalp.org/dbnary/fra/__ws_1_avertisseur__nom__1
	I._UND-1	Qui avertit, qui est destiné à avertir, à instruire; qui est apte à prévenir d'un danger, à mettre en garde contre quelqu'un ou quelque chose :		(Art) Un Appareil destiné à donner un signal ou à prévenir d’un danger.	http://kaiko.getalp.org/dbnary/fra/__ws_3_avertisseur__nom__1
	II._A._UND-3	Officier de la maison du roi dont la fonction était d'avertir de l'arrivée du roi à l'heure du dîner.		(Histoire) Officier qui avertissait de l'approche du roi.	http://kaiko.getalp.org/dbnary/fra/__ws_2_avertisseur__nom__1
	II._A._UND-3	Officier de la maison du roi dont la fonction était d'avertir de l'arrivée du roi à l'heure du dîner.		Celui qui avertit.	http://kaiko.getalp.org/dbnary/fra/__ws_1_avertisseur__nom__1
	II._A._UND-3	Officier de la maison du roi dont la fonction était d'avertir de l'arrivée du roi à l'heure du dîner.		(Art) Un Appareil destiné à donner un signal ou à prévenir d’un danger.	http://kaiko.getalp.org/dbnary/fra/__ws_3_avertisseur__nom__1
	II._B._UND-5	Appareil qui déclenche automatiquement une sonnerie d'appel à bord, lorsque le signal d'alarme (précédant le signal de détresse) est émis par un autre navire		(Histoire) Officier qui avertissait de l'approche du roi.	http://kaiko.getalp.org/dbnary/fra/__ws_2_avertisseur__nom__1
	II._B._UND-5	Appareil qui déclenche automatiquement une sonnerie d'appel à bord, lorsque le signal d'alarme (précédant le signal de détresse) est émis par un autre navire		Celui qui avertit.	http://kaiko.getalp.org/dbnary/fra/__ws_1_avertisseur__nom__1
	II._B._UND-5	Appareil qui déclenche automatiquement une sonnerie d'appel à bord, lorsque le signal d'alarme (précédant le signal de détresse) est émis par un autre navire		(Art) Un Appareil destiné à donner un signal ou à prévenir d’un danger.	http://kaiko.getalp.org/dbnary/fra/__ws_3_avertisseur__nom__1
	II._UND-4	[Désigne une pers.]		(Histoire) Officier qui avertissait de l'approche du roi.	http://kaiko.getalp.org/dbnary/fra/__ws_2_avertisseur__nom__1
	II._UND-4	[Désigne une pers.]		Celui qui avertit.	http://kaiko.getalp.org/dbnary/fra/__ws_1_avertisseur__nom__1
	II._UND-4	[Désigne une pers.]		(Art) Un Appareil destiné à donner un signal ou à prévenir d’un danger.	http://kaiko.getalp.org/dbnary/fra/__ws_3_avertisseur__nom__1
	II._UND-6	Ce qui est destiné à avertir, à donner un signal ou à prévenir d'un danger.		(Histoire) Officier qui avertissait de l'approche du roi.	http://kaiko.getalp.org/dbnary/fra/__ws_2_avertisseur__nom__1
	II._UND-6	Ce qui est destiné à avertir, à donner un signal ou à prévenir d'un danger.		Celui qui avertit.	http://kaiko.getalp.org/dbnary/fra/__ws_1_avertisseur__nom__1
	II._UND-6	Ce qui est destiné à avertir, à donner un signal ou à prévenir d'un danger.		(Art) Un Appareil destiné à donner un signal ou à prévenir d’un danger.	http://kaiko.getalp.org/dbnary/fra/__ws_3_avertisseur__nom__1
sol|noun|masculine
79254
http://kaiko.getalp.org/dbnary/fra/sol__nom__1
	UND_1	Septième degré de l'échelle fondamentale, soit la cinquième note de la gamme modèle et naturelle d'ut et dominante dans cette même gamme.		(Musique) Cinquième note de la gamme.	http://kaiko.getalp.org/dbnary/fra/__ws_1_sol__nom__1
coïncidence|noun|feminine
20045
http://kaiko.getalp.org/dbnary/fra/coïncidence__nom__1
	B._UND-2	Servant à détecter la simultanéité de deux ou plusieurs phénomènes.		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	B._UND-2	Servant à détecter la simultanéité de deux ou plusieurs phénomènes.		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
	B._UND-3	Simultanéité fortuite (de deux ou plusieurs événements ou circonstances).		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	B._UND-3	Simultanéité fortuite (de deux ou plusieurs événements ou circonstances).		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
	B._UND-4	:		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	B._UND-4	:		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
	UND-1	Identité de forme et de dimension qui les fait s'ajuster point par point, se confondre exactement.		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	UND-1	Identité de forme et de dimension qui les fait s'ajuster point par point, se confondre exactement.		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
	UND-5	Fait de coïncider, d'avoir lieu en même temps, d'être identique en date ou en durée.		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	UND-5	Fait de coïncider, d'avoir lieu en même temps, d'être identique en date ou en durée.		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
	UND-6	Identité, correspondance exacte, accord.		(Géométrie) État de deux figures géométriques qui s’ajustent l’une sur l’autre.	http://kaiko.getalp.org/dbnary/fra/__ws_1_coïncidence__nom__1
	UND-6	Identité, correspondance exacte, accord.		(Figuré) État des choses qui arrivent en même temps.	http://kaiko.getalp.org/dbnary/fra/__ws_2_coïncidence__nom__1
